epoch,loss,loss_val,mrr,mrr_val
35,0.5852576494216919,0.7343513369560242,0.9315024690358618,0.6723929990633637
36,0.5579651594161987,0.709206223487854,0.932619606573302,0.6759157674280193
37,0.5421775579452515,0.8290318846702576,0.9370679187241966,0.6874384868094618
38,0.5485835075378418,0.8634470105171204,0.9327572249655954,0.6776900577478715
39,0.55720454454422,0.8059183359146118,0.9385695782401036,0.6958037614532103
40,0.5309438109397888,0.7532050013542175,0.940050999757144,0.7025044305688787
41,0.5183637142181396,0.7183632850646973,0.9398971909657573,0.7060096459323042
42,0.5217546820640564,0.7188001871109009,0.9399821905609973,0.6995704748297515
43,0.5239816308021545,0.7299861311912537,0.9409900429045576,0.7015427260412087
44,0.5227415561676025,0.7284236550331116,0.9419007528535578,0.701298987511172
45,0.5220726132392883,0.7217003703117371,0.9420383712458512,0.7034499354713687
46,0.5212214589118958,0.7245751619338989,0.9422933700315713,0.7028537242537722
47,0.5194613337516785,0.7315007448196411,0.9423945600259046,0.7028219301383326
48,0.5194101929664612,0.7381876707077026,0.9428074152027848,0.7006206496728549
49,0.5166224837303162,0.7397858500480652,0.9437100299522383,0.7025669618580325
50,0.5172484517097473,0.7282265424728394,0.9437747915486117,0.7069352754238993
51,0.520168662071228,0.7495529651641846,0.945013357079252,0.7012489821058454
52,0.5153771638870239,0.7654536962509155,0.9458309722334656,0.7033062016188628
53,0.5178840756416321,0.7457627654075623,0.946454302598559,0.7052359666351671
54,0.5149163603782654,0.726671576499939,0.9471788229579859,0.7107961690544284
55,0.5174949169158936,0.7332298159599304,0.9486359588763863,0.7122215786530808
56,0.5154625773429871,0.7827136516571045,0.9483931028899862,0.7072772788685897
57,0.5206034779548645,0.7595771551132202,0.948583340079333,0.7107484799256462
58,0.5144093036651611,0.7270383238792419,0.9487250060713996,0.7171162839515579
59,0.5198365449905396,0.7337435483932495,0.9512264227313203,0.7204768720707351
60,0.5107508897781372,0.7689846158027649,0.9508014247551202,0.716022719299681
61,0.5146196484565735,0.7528316378593445,0.9525257022585607,0.7230854614865329
62,0.5067725777626038,0.7353152632713318,0.9527645106451874,0.7271719130228316
63,0.5075353980064392,0.7342487573623657,0.9528980814377075,0.7308625552165342
64,0.5083197355270386,0.7578093409538269,0.9545171213470413,0.7254332520653664
65,0.5091742277145386,0.774535596370697,0.9534768882052943,0.7243560383223906
66,0.5057600736618042,0.7585150003433228,0.9528737958390674,0.7243086170066959
67,0.5091663599014282,0.7428110241889954,0.9517526107018538,0.726466008835966
68,0.5124409794807434,0.747736930847168,0.9546911681372946,0.7286955568705136
69,0.5068802237510681,0.7636675834655762,0.9540799805715211,0.7235695694170873
70,0.5052411556243896,0.7598932385444641,0.9549502145227879,0.7232133391688141
71,0.5061476826667786,0.7500104308128357,0.9545373593459079,0.7269588973558881
72,0.5028349757194519,0.7488226294517517,0.9539302193799077,0.7300477553665393
73,0.504822313785553,0.7621817588806152,0.9542945033595078,0.7312583993134993
74,0.5069679021835327,0.7610108852386475,0.9541730753663078,0.7320140635807229
75,0.5042781233787537,0.7511360049247742,0.9557637820772282,0.7310771021201317
76,0.5018840432167053,0.7400258779525757,0.9561078280579617,0.7303934836619472
77,0.5015009045600891,0.7392634153366089,0.9556747348822149,0.7293849772641193
78,0.5039171576499939,0.7401190400123596,0.9558892576702016,0.7334451054316905
79,0.4975545108318329,0.7454203367233276,0.9567999676192018,0.7332725642951906
80,0.5016101598739624,0.7460599541664124,0.9559175908686149,0.7353869077262635
81,0.4999887943267822,0.7582345008850098,0.9564842548368817,0.7379930234486665
82,0.4978719651699066,0.7510043978691101,0.957346393588602,0.7369546487363714
83,0.4995829164981842,0.7379229068756104,0.9563628268436817,0.7325660529290399
84,0.4996459186077118,0.7500939965248108,0.9576418683720553,0.7358055813555802
85,0.4980611801147461,0.7590668797492981,0.9580466283493888,0.739355715720064
86,0.4971979260444641,0.7494893670082092,0.9580709139480288,0.7400999703320511
87,0.4974839687347412,0.7379273772239685,0.9571844895976686,0.7380890109298988
88,0.49902817606925964,0.7470901608467102,0.9574840119808953,0.7384245009967717
89,0.49413400888442993,0.7622025609016418,0.9585121023233223,0.7396208976963985
90,0.4969525933265686,0.7603678703308105,0.9591111470897757,0.7427362569363777
91,0.49726423621177673,0.7332995533943176,0.9581842467416822,0.7419133020756783
92,0.49714863300323486,0.7300939559936523,0.9583866267303489,0.7426745106871081
93,0.49368515610694885,0.7509134411811829,0.9593054318788958,0.7375336688070626
94,0.4949217438697815,0.7751352190971375,0.9600744758358294,0.7416708003923397
95,0.49390503764152527,0.7610656023025513,0.9616166113494697,0.7507044772133376
96,0.48961886763572693,0.7386960983276367,0.9598559054480693,0.7419879912612166
97,0.49371346831321716,0.7387539744377136,0.9614425645592164,0.7476591623395594
98,0.4889650046825409,0.7589914202690125,0.9621549421193233,0.7479932152110178
99,0.48632705211639404,0.7609052062034607,0.96264874929167,0.7451883392465022
100,0.4862903952598572,0.7352989912033081,0.961377802962843,0.7468623161882445
101,0.4849887788295746,0.7476376891136169,0.9645430259855905,0.7632574490063612
102,0.48309212923049927,0.7609915733337402,0.965227070347284,0.7630952851158748
103,0.48331761360168457,0.7565439343452454,0.9632720796567635,0.7491232331082913
104,0.48037266731262207,0.7297247052192688,0.9651623087509107,0.7569842422868778
105,0.485519677400589,0.741081178188324,0.9670120618473246,0.7688295742189161
106,0.4797289967536926,0.7681444883346558,0.9652999271432041,0.7575867828885696
107,0.48110803961753845,0.7531604766845703,0.9676475350117381,0.7711041680057495
108,0.47548505663871765,0.7520299553871155,0.9674087266251113,0.7654189500287917
109,0.4827297627925873,0.7529146075248718,0.9660770662996843,0.7655528381727124
110,0.4803221523761749,0.7580046057701111,0.9667894438597912,0.7629041238145458
111,0.4783666431903839,0.743857741355896,0.9667206346636444,0.7651644192446803
112,0.47671931982040405,0.7287505269050598,0.9681008661863515,0.7667260843731617
113,0.4765247404575348,0.73411625623703,0.9674330122237513,0.7656217417778284
114,0.47766223549842834,0.7511520385742188,0.9678256294017648,0.7677013860370026
115,0.4757620394229889,0.7739994525909424,0.9669675382498178,0.7603736806219146
116,0.48279255628585815,0.748077929019928,0.9678296770015381,0.7691494616180266
117,0.4750562310218811,0.7405071258544922,0.9672711082328179,0.7610000831651815
118,0.47851255536079407,0.7428188920021057,0.9679713429936048,0.7695466427360527
119,0.4762551188468933,0.7629587650299072,0.9664251598801911,0.7640520892773691
120,0.47596704959869385,0.7525148987770081,0.9678822957985914,0.7675317274688416
121,0.4776333272457123,0.7457619309425354,0.9684084837691249,0.7676868607547104
122,0.47634416818618774,0.747054398059845,0.968481340565045,0.7709054506955053
123,0.4760201871395111,0.7497919797897339,0.9689022909414717,0.7728457013096754
124,0.4761105477809906,0.7529332041740417,0.9664939690763378,0.7637659790371626
125,0.47472330927848816,0.7530238628387451,0.9668865862543512,0.762554789242159
126,0.47749003767967224,0.7357169985771179,0.9681818181818181,0.770286602116779
127,0.47445785999298096,0.7339187860488892,0.9680522949890715,0.7688652138031782
128,0.47539210319519043,0.7382322549819946,0.9685015785639116,0.7699322015838685
129,0.47698554396629333,0.7444331049919128,0.9679753905933781,0.7712059247124011
130,0.47504478693008423,0.7665538191795349,0.9672063466364446,0.7673034668997094
131,0.47420254349708557,0.7591199278831482,0.967538249817858,0.7656580355619963
132,0.47711652517318726,0.7436756491661072,0.9681534849834048,0.770385819710046
133,0.4753715991973877,0.7346747517585754,0.968614911357565,0.773087908603058
134,0.47436362504959106,0.7477027177810669,0.9687930057475916,0.7704627638408845
135,0.4758855402469635,0.740580677986145,0.968420626568445,0.7726970691353728
136,0.47428783774375916,0.7395296692848206,0.9687525297498584,0.7717971333450955
137,0.4733445644378662,0.75147944688797,0.9681049137861248,0.7652086247589668
138,0.4755920171737671,0.7628210186958313,0.968833481745325,0.7717000459902702
139,0.4724627733230591,0.7553484439849854,0.9687161013518983,0.7711100435386563
140,0.4732111990451813,0.7388032674789429,0.9678377722010848,0.7703869563823842
141,0.4737022817134857,0.7401363253593445,0.9688051485469117,0.7711607031438895
142,0.47273585200309753,0.7517718076705933,0.9683356269732049,0.7714984195348178
143,0.473766565322876,0.7475765943527222,0.9687444345503117,0.7776259543345725
144,0.4735316038131714,0.7359865307807922,0.9672427750344046,0.764617185111934
145,0.4778502583503723,0.7399771809577942,0.9684003885695782,0.7713281088111257
146,0.4728600084781647,0.7632277607917786,0.9684853881648182,0.768797377361659
147,0.4751889705657959,0.7770789861679077,0.9685825305593783,0.768533881994457
148,0.47784584760665894,0.7394289374351501,0.9694851453088319,0.7766173416292592
149,0.47059524059295654,0.7319037318229675,0.967720391807658,0.7657965910133695
150,0.4807526767253876,0.7288787961006165,0.9685703877600583,0.7742398646853088
151,0.47183528542518616,0.7714167237281799,0.9686230065571116,0.7686376667208178
152,0.47545087337493896,0.7848148941993713,0.9681534849834048,0.7692748696956625
153,0.481097549200058,0.7504175901412964,0.9674977738201247,0.7661242920126142
154,0.47679439187049866,0.7448464632034302,0.9678499150004047,0.7646799024391852
155,0.48308882117271423,0.7399893403053284,0.9697441916943252,0.7786596576506634
156,0.4707701802253723,0.7614139914512634,0.9693394317169918,0.7714501477592417
157,0.47891029715538025,0.7557922601699829,0.9695215737067918,0.7734610683182771
158,0.47705891728401184,0.7326397895812988,0.9696308589006719,0.7802724648568048
159,0.47125890851020813,0.7464132308959961,0.9683639601716182,0.7705611105305266
160,0.4760095477104187,0.7616394758224487,0.971545373593459,0.7836601491183456
161,0.4718083143234253,0.7632403373718262,0.9719460859710192,0.7858803911592256
162,0.47162294387817383,0.740284264087677,0.971071804419979,0.7852369078652829
163,0.47074809670448303,0.7270352244377136,0.9703634744596454,0.7835236871066698
164,0.46958017349243164,0.7229387164115906,0.9720553711648993,0.7941536628080481
165,0.4698653519153595,0.7389156818389893,0.9731765563021129,0.7994521525548544
166,0.4677911102771759,0.7558321356773376,0.9741641706468065,0.7994243817688375
167,0.46843481063842773,0.7481800317764282,0.9739132194608597,0.8039925084297911
168,0.46455997228622437,0.7334313988685608,0.9756496397636202,0.813815841336258
169,0.4619525969028473,0.721632719039917,0.9766696349065005,0.8161647460993062
170,0.4637739062309265,0.7262013554573059,0.9770217760867805,0.8231964015243657
171,0.4587574303150177,0.7346290946006775,0.9781146280255808,0.8260267074658586
172,0.4602634608745575,0.7227143049240112,0.9782967700153808,0.8275288465360017
173,0.453501433134079,0.7273911833763123,0.9764267789201004,0.8206707299022985
174,0.4564920663833618,0.7323029637336731,0.9772646320731806,0.8240365802419676
175,0.44929248094558716,0.7537739872932434,0.9795879543430746,0.8265973987539919
176,0.4531504511833191,0.7341603636741638,0.9793896219541812,0.8345314289083563
177,0.45300665497779846,0.7050371170043945,0.978940338379341,0.8317518541252098
178,0.4522341191768646,0.7396733164787292,0.976252732129847,0.8192533628737436
179,0.4517257809638977,0.757531464099884,0.9793086699587145,0.8312169516606915
180,0.4519467055797577,0.7629899978637695,0.9791305755686878,0.8254548161297701
181,0.4515267610549927,0.7390077710151672,0.9790536711729945,0.823924783611129
182,0.45233237743377686,0.7263156771659851,0.9781429612239941,0.827237604915279
183,0.45522159337997437,0.7179414629936218,0.977244394074314,0.8240549980136997
184,0.45233482122421265,0.7256120443344116,0.9789605763782078,0.8263318978552032
185,0.44710052013397217,0.752170205116272,0.9785922447988343,0.8236289973454338
186,0.4521252512931824,0.7436681389808655,0.979001052375941,0.8261867390735241
187,0.4492416977882385,0.7402031421661377,0.979689144337408,0.8281023508837321
188,0.4444844424724579,0.7340420484542847,0.9795110499473813,0.8265960188010668
189,0.44904017448425293,0.7287803292274475,0.9782360560187808,0.8216859398047922
190,0.4498101770877838,0.7289847135543823,0.9781793896219542,0.8216278734299989
191,0.44992467761039734,0.7261941432952881,0.9802881891038614,0.8316780869526683
192,0.4440200626850128,0.7327076196670532,0.9800008095199547,0.8307751888634375
193,0.4494340419769287,0.7389836311340332,0.9795596211446612,0.8257434716164889
194,0.45109823346138,0.7300602197647095,0.9800089047195013,0.8313114753696345
195,0.4448372423648834,0.7283958196640015,0.9795758115437545,0.8292381850270465
196,0.447007417678833,0.7176176905632019,0.9790334331741277,0.8275152207785815
197,0.44516831636428833,0.7174938321113586,0.9773132032704606,0.8172959620001594
198,0.45056965947151184,0.7260624170303345,0.9793977171537278,0.8260767087824357
199,0.4424150884151459,0.7436229586601257,0.9806646158827815,0.832279511325768
200,0.44675594568252563,0.7389532327651978,0.9796972395369545,0.8322631726831117
201,0.4468477964401245,0.7263802289962769,0.9791143851695945,0.8278709705987998
202,0.4445394277572632,0.7189117670059204,0.9792358131627945,0.8264100318121191
203,0.44655048847198486,0.7244344353675842,0.9796162875414879,0.8319331124754588
204,0.4409235715866089,0.7375125288963318,0.9795191451469278,0.8280814205754863
205,0.4462856352329254,0.7235966920852661,0.9797700963328746,0.8334154395103202
206,0.44356247782707214,0.7111775875091553,0.9796770015380879,0.8285789375597412
207,0.44646403193473816,0.719702422618866,0.9791062899700478,0.8265535898484013
208,0.4438648521900177,0.7303358912467957,0.9801465231117947,0.8342875145620946
209,0.4417819678783417,0.745954692363739,0.9799279527240347,0.8309434756561731
210,0.44392940402030945,0.7404755353927612,0.9803569983000081,0.8330296271600375
211,0.4442325532436371,0.73016756772995,0.9790658139723144,0.8273461509903336
212,0.4417819678783417,0.7268024682998657,0.9786327207965676,0.8215219891308102
213,0.4449094533920288,0.7261635065078735,0.9798227151299279,0.8293450935579589
214,0.4395711123943329,0.7307659387588501,0.9802760463045415,0.8321649241234553
215,0.44285181164741516,0.7263373136520386,0.9802962843034081,0.8321253634285061
216,0.44161608815193176,0.7229602932929993,0.9803731886991014,0.8330803399190135
217,0.4412049651145935,0.7248032689094543,0.9798308103294746,0.8301760869000031
218,0.4416375756263733,0.7271438837051392,0.9798024771310613,0.8278851524261376
219,0.4436160624027252,0.7332741022109985,0.9806362826843682,0.8321320975987884
220,0.4404495358467102,0.7353313565254211,0.9802072371083947,0.8346693628698177
221,0.4446743130683899,0.7262536883354187,0.9801303327127013,0.8349267966660145
222,0.43948373198509216,0.7189538478851318,0.9796081923419412,0.8280180470039494
223,0.4418182373046875,0.7187222242355347,0.9793167651582612,0.8282579973076551
224,0.44218501448631287,0.7241953015327454,0.9802315227070347,0.8306258472911103
225,0.44203880429267883,0.7278448939323425,0.9803893790981948,0.8347892041151265
226,0.44141802191734314,0.7329612970352173,0.9804581882943415,0.833192800971633
227,0.4392261803150177,0.730500340461731,0.9804217598963815,0.8310884667991241
228,0.4405239224433899,0.725906491279602,0.979968428721768,0.8306528125934926
229,0.44127967953681946,0.7193142771720886,0.9801748563102081,0.8294912540832441
230,0.4429500997066498,0.723805844783783,0.9797377155346879,0.8315463515353161
231,0.4434398412704468,0.7381295561790466,0.9805715210879948,0.8341036148797258
232,0.43965673446655273,0.746152937412262,0.9808062818748482,0.8350156635901412
233,0.4427633285522461,0.7404481172561646,0.9809155670687283,0.8360576425350441
234,0.442531943321228,0.7277160882949829,0.9801181899133814,0.8347964636897102
235,0.44110623002052307,0.7145134210586548,0.9798996195256213,0.8351582157940667
236,0.442396342754364,0.7171216607093811,0.979932000323808,0.8339357819381752
237,0.4434144198894501,0.7253897190093994,0.9806443778839148,0.8365725878136762
238,0.44027355313301086,0.7340312004089355,0.981263660649235,0.8388185767096138
239,0.4432392120361328,0.7324815988540649,0.9803165223022747,0.8362182649670019
240,0.44319722056388855,0.731397807598114,0.9804339026957014,0.8295396137669316
241,0.4402540624141693,0.7278421521186829,0.980041285517688,0.8310959778317959
242,0.4404146373271942,0.7267137169837952,0.9802112847081681,0.8359487202950457
243,0.44079527258872986,0.7320098280906677,0.9810855662592083,0.8343607931290827
244,0.44222572445869446,0.7253968119621277,0.9810815186594349,0.8362547570555167
245,0.44184473156929016,0.7214133143424988,0.9807415202784748,0.8307085913129908
246,0.4421101212501526,0.7201345562934875,0.9806808062818748,0.8344865732829143
247,0.4426804184913635,0.7329152226448059,0.9806929490811949,0.8362335446235608
248,0.44186463952064514,0.7425880432128906,0.9809439002671416,0.8351439215261184
249,0.4410755932331085,0.7410498261451721,0.9811867562535417,0.8375376635152368
250,0.43999332189559937,0.7277985215187073,0.9808629482716749,0.835057070355453
251,0.44096851348876953,0.7197961211204529,0.980162713510888,0.830844384814137
252,0.44417089223861694,0.7206453084945679,0.9803853314984214,0.8298536583431324
253,0.4429602026939392,0.7324299812316895,0.9805877114870881,0.8334625909685571
254,0.44172486662864685,0.7430403232574463,0.9804865214927548,0.8340716551699361
255,0.44496700167655945,0.7409391403198242,0.9806039018861815,0.8338824196695794
256,0.441119521856308,0.7303038835525513,0.9814174694406217,0.8301903995673249
257,0.4406418204307556,0.719129741191864,0.9807050918805148,0.8309829382211361
258,0.4407772123813629,0.7235389947891235,0.9802517607059014,0.8320607816315185
259,0.44176313281059265,0.7391075491905212,0.9806079494859549,0.8289176025405329
260,0.44139954447746277,0.741296112537384,0.9804055694972881,0.8339755204937251
261,0.44280803203582764,0.734459400177002,0.9808265198737149,0.8374067029158951
262,0.4415402114391327,0.7263825535774231,0.9809641382660083,0.8339824529683543
263,0.4410097599029541,0.7212085127830505,0.9811584230551283,0.8359539661605416
264,0.44411346316337585,0.7207642793655396,0.981190803853315,0.8399475172214175
265,0.441913902759552,0.7331498265266418,0.9810005666639683,0.8373861733050906
266,0.44351109862327576,0.7271685600280762,0.9806119970857282,0.8412891769658309
267,0.4404795467853546,0.7234588861465454,0.9809803286651015,0.8370542016070877
268,0.438934862613678,0.7199651002883911,0.9810815186594349,0.8367757230176612
269,0.43736833333969116,0.7230876684188843,0.980947947866915,0.835927943314899
270,0.4396469295024872,0.727443277835846,0.9808791386707683,0.840114742983679
271,0.44074591994285583,0.7299536466598511,0.9816643730267951,0.840670451049587
272,0.43824729323387146,0.7371004819869995,0.9819841334088886,0.8435033492582066
273,0.43833401799201965,0.739770233631134,0.9815834210313285,0.8385829993234073
274,0.44177305698394775,0.7225608825683594,0.9806969966809682,0.8377186152092783
275,0.43997353315353394,0.7180228233337402,0.9808750910709949,0.8372538143534544
276,0.43961164355278015,0.7204942107200623,0.981324374645835,0.8422696059214376
277,0.4403650462627411,0.7301504611968994,0.9814943738363151,0.8441668980898964
278,0.4418528079986572,0.731939435005188,0.9813891362422084,0.8422221355407472
279,0.4377261996269226,0.7279613018035889,0.982340322188942,0.8418607984444565
280,0.44033941626548767,0.7232465744018555,0.9813284222456083,0.8434591376107977
281,0.43898069858551025,0.7234367728233337,0.9816927062252084,0.8411481437323115
282,0.4385629892349243,0.72389817237854,0.9815631830324617,0.8417033959026607
283,0.43774229288101196,0.7231534719467163,0.9817412774224885,0.8417273253086023
284,0.43757328391075134,0.7258168458938599,0.9822269893952886,0.842665531793393
285,0.4377589225769043,0.731909990310669,0.9820165142070753,0.8414187085472495
286,0.4391324520111084,0.7341223955154419,0.9818465150165951,0.8430622835927294
287,0.44175276160240173,0.7292542457580566,0.9824657977819153,0.8461271672211952
288,0.43921416997909546,0.7223865389823914,0.9817534202218084,0.8461524356925707
289,0.43966996669769287,0.7232934832572937,0.9807658058771148,0.8396888240903999
290,0.44080039858818054,0.7151551246643066,0.9832024609406622,0.8499647652019429
291,0.4356282651424408,0.7287293672561646,0.9823605601878086,0.8454643625418994
292,0.4383275508880615,0.7313020825386047,0.9820448474054886,0.8434315651291309
293,0.4405420422554016,0.7208214998245239,0.9824212741844086,0.8480035106820328
294,0.436955988407135,0.7148721814155579,0.982510321379422,0.8494889022345801
295,0.4353786110877991,0.7177832126617432,0.9819881810086618,0.8453285690407547
296,0.44119691848754883,0.7217555642127991,0.982194608597102,0.8456101244141166
297,0.43778279423713684,0.7260814905166626,0.9832307941390755,0.8535037679461456
298,0.43586528301239014,0.7325931191444397,0.9833036509349955,0.851328260912598
299,0.4373783767223358,0.7299216985702515,0.9831215089451955,0.8500316162548525
300,0.4404480755329132,0.7179070711135864,0.983477697725249,0.852387046661965
