Epoch,Loss,Hits@100,AUC-ROC,AP,MRR
35,0.6685208678245544,0.97,0.7664536866558931,0.7498056916095445,0.0004456113513796183
36,0.6651362776756287,0.97,0.7665111672676987,0.7498322407541216,0.0004455910888540426
37,0.6661272048950195,0.97,0.7665665289017346,0.7498567363084008,0.0004455747042933529
38,0.6661215424537659,0.97,0.7666133868786205,0.7498741190719749,0.00044555217918835805
39,0.66651850938797,0.97,0.7666591956429444,0.7498873774570336,0.0004455014754766664
40,0.6673302054405212,0.97,0.7666983093829379,0.7498982675214948,0.0004454708800450457
41,0.6642914414405823,0.96,0.7667298844124962,0.7499021015657339,0.00044545022393619794
42,0.6619834899902344,0.96,0.7667571444140939,0.7499034927169843,0.00044544397794854496
43,0.6649341583251953,0.96,0.7667808282553432,0.7498990025570123,0.0004454226156457746
44,0.6607329845428467,0.96,0.7668086370125805,0.7498984645506352,0.00044538461729709273
45,0.664516806602478,0.96,0.7668329024937026,0.7498911993892972,0.0004453529802465785
46,0.660081684589386,0.96,0.7668552103353238,0.7498792359741407,0.00044529662568104335
47,0.6610395312309265,0.96,0.7668681307560304,0.7498651391582081,0.00044527462751613807
48,0.6587200164794922,0.96,0.7668830016228123,0.7498509624372903,0.00044521359443726625
49,0.6613584160804749,0.96,0.7668907037267809,0.7498315759139593,0.0004450651097198992
50,0.6598458886146545,0.96,0.7668995341709972,0.7498200658590486,0.0004450483798033954
51,0.6588417887687683,0.96,0.7669033394933449,0.7498003875922713,0.0004448936811106814
52,0.657764196395874,0.96,0.7669036467553978,0.7497768143398811,0.0004448419920391377
53,0.658336341381073,0.96,0.766906165482126,0.7497536771702946,0.0004447801845091014
54,0.6558784246444702,0.96,0.7669133424659973,0.7497389145208827,0.0004446288521106205
55,0.6576784253120422,0.96,0.7669246022329331,0.7497284121999609,0.00044460069989718526
56,0.6567109227180481,0.96,0.7669354406706326,0.749718181086608,0.00044458296666535844
57,0.6534109711647034,0.96,0.7669542545624879,0.7497178783063805,0.0004445696630291015
58,0.6553788781166077,0.96,0.7669752192887138,0.7497161148350171,0.000444541579141806
59,0.6547306776046753,0.96,0.766997013314193,0.7497145067225977,0.00044452030078360826
60,0.6546502709388733,0.96,0.767018872080506,0.7497087913023407,0.0004444631669705765
61,0.6545654535293579,0.96,0.7670404616071606,0.7497009865955544,0.00044442977177753656
62,0.6543763279914856,0.96,0.7670637138428505,0.7496943101771805,0.00044439950172599885
63,0.6522870659828186,0.96,0.767089833172613,0.7496944118184471,0.0004443743232565986
64,0.6528900265693665,0.96,0.7671065589156674,0.7496874866801115,0.00044434417888810577
65,0.6529585719108582,0.96,0.7671161713880519,0.7496728490921976,0.00044428969707474726
66,0.651051938533783,0.96,0.7671232435534303,0.7496572085126546,0.0004442621314667757
67,0.6504439115524292,0.96,0.7671288297625263,0.7496463432681411,0.00044423483464548863
68,0.6495659351348877,0.96,0.7671366459336784,0.7496361305737085,0.0004441869960361479
69,0.6501983404159546,0.96,0.767140527300815,0.7496246185332809,0.00044413656728315917
70,0.6487731337547302,0.96,0.7671447806708386,0.7496203826813821,0.00044412395918904063
71,0.6481495499610901,0.96,0.767146103233588,0.749609129267486,0.00044410406432419833
72,0.6445716619491577,0.96,0.7671504860852792,0.7496012736917903,0.0004440756513527463
73,0.6482858061790466,0.96,0.7671364815125129,0.7495727792704285,0.0004440257869540264
74,0.6445488929748535,0.96,0.7671153852493547,0.7495364814693508,0.0004439718589833968
75,0.6471771597862244,0.96,0.7670893142183096,0.749494027276781,0.00044391946411995094
76,0.6466614007949829,0.96,0.7670572089304929,0.7494551661205492,0.0004438975868400739
77,0.6455757021903992,0.96,0.7670139856889956,0.7494093657948242,0.00044385555440363216
78,0.6449600458145142,0.96,0.7669689774502209,0.7493654766699405,0.0004438144880312951
79,0.6457071900367737,0.96,0.766907537371225,0.7493140035529153,0.00044375748843122523
80,0.6442787647247314,0.96,0.7668390014913082,0.7492681022243282,0.00044372472159120963
81,0.6423106789588928,0.96,0.7667724540798608,0.7492250993588375,0.00044368064816279834
82,0.6440094113349915,0.96,0.7667254830634238,0.7491961298145073,0.00044366486769536296
83,0.6441828608512878,0.96,0.7666759552978641,0.7491665630280514,0.0004436444941533263
84,0.6424151062965393,0.96,0.7666232932538382,0.7491318316940092,0.00044359324806042067
85,0.6425902247428894,0.96,0.7665715231946347,0.749099804146601,0.00044358426956909167
86,0.6401652097702026,0.96,0.7665523979301974,0.7490889500085138,0.00044358298499375646
87,0.6431335210800171,0.96,0.7664729372914693,0.7490361600659179,0.0004435536975200905
88,0.641733705997467,0.96,0.766349504267309,0.7489609074361337,0.0004435162992242956
89,0.6407217383384705,0.96,0.7662069562550337,0.7488721992091247,0.00044347890030375545
90,0.6420125365257263,0.96,0.7660214686277717,0.7487595106836276,0.00044342183399452806
91,0.6392086148262024,0.96,0.7658846434996861,0.748676876163439,0.00044339359332911434
92,0.6414587497711182,0.95,0.7657112469938776,0.7485729558777079,0.00044332302388644596
93,0.6406031847000122,0.96,0.7655929963193253,0.748504678719722,0.0004433048661492615
94,0.638139545917511,0.95,0.7655397999065117,0.7484756291657165,0.00044328668939103307
95,0.6368657946586609,0.95,0.7655509045009726,0.7484836132480037,0.0004432868884758533
96,0.639409601688385,0.95,0.7655587463629319,0.748489332747085,0.00044328517349339605
97,0.6374087333679199,0.95,0.7655903707188398,0.7485098625886467,0.0004432974512075383
98,0.6376592516899109,0.95,0.765600912170809,0.7485178578874194,0.00044329518006373244
99,0.6371870040893555,0.95,0.7654982845898705,0.7484675604895484,0.00044327788434084275
100,0.6381667256355286,0.95,0.7652883793919083,0.7483543060841475,0.0004432038739431013
101,0.6365417838096619,0.95,0.7649936441765339,0.7482082546985351,0.000443163867678138
102,0.6360822916030884,0.95,0.7646613592775025,0.7480426763056924,0.00044309059421164494
103,0.6326708197593689,0.95,0.7643943557469445,0.7479167128681059,0.0004430556539642177
104,0.638208270072937,0.95,0.7641015113749727,0.7477786434317782,0.0004430198513506495
105,0.6375764608383179,0.95,0.7639580980963145,0.7477080407265413,0.00044300251610766806
106,0.6363549828529358,0.95,0.7638463749420302,0.7476513065407401,0.00044299543331495066
107,0.6353264451026917,0.95,0.7639583755570312,0.7477011751142905,0.000443004620003706
108,0.6328333616256714,0.95,0.7642624385906471,0.7478467967539125,0.00044304028958747326
109,0.636817991733551,0.95,0.7644625535358397,0.7479379035559495,0.000443061695932117
110,0.6365007162094116,0.95,0.7643830374049683,0.7478967813319306,0.0004430585899674565
111,0.6323041915893555,0.95,0.7642185895210889,0.7478162322438502,0.0004430401841629489
112,0.6359540820121765,0.95,0.7638538026681789,0.7476357183037903,0.0004429996058788498
113,0.633480429649353,0.95,0.7632714917515534,0.747355495981536,0.00044293446747385365
114,0.6332980990409851,0.95,0.7628256987009603,0.7471363775958841,0.0004428961592236932
115,0.6350990533828735,0.95,0.7625053312535262,0.7469789368126737,0.00044285950798033584
116,0.6309764385223389,0.95,0.762428373927042,0.7469408432260048,0.0004428529672226022
117,0.6320807337760925,0.95,0.7626379728905835,0.747045842597754,0.0004428778153527012
118,0.6312679052352905,0.95,0.7628483148322664,0.7471493148431196,0.00044289841162706555
119,0.6326190829277039,0.95,0.7630032910293842,0.7472257093397956,0.0004429086080444542
120,0.6326213479042053,0.95,0.7630434252082359,0.7472456472532112,0.0004429107032745957
121,0.6317333579063416,0.95,0.762837881281687,0.7471436459157984,0.00044287582974958004
122,0.6319034695625305,0.95,0.7625627265718522,0.7470080385307123,0.00044285459802794575
123,0.6340999007225037,0.95,0.7620780972419822,0.7467654444409004,0.00044280511131364493
124,0.6312161684036255,0.95,0.7613457633158475,0.7464047140135104,0.0004427563796510061
125,0.629439115524292,0.95,0.7608057661861477,0.7461332887805984,0.000442718368751637
126,0.633502185344696,0.95,0.7607747594372426,0.7461121743031098,0.00044271968022437276
127,0.631935715675354,0.95,0.7610934415677308,0.7462621726643209,0.0004427597276370487
128,0.6286536455154419,0.95,0.7615084395616694,0.7464590381288796,0.0004427691975633143
129,0.6311818361282349,0.95,0.7618325054576933,0.7466127659167572,0.00044279741338634136
130,0.631363034248352,0.95,0.7619255390636285,0.7466522292533526,0.00044280447470511824
131,0.6295032501220703,0.95,0.7619027790638025,0.7466345594427286,0.0004428034100638719
132,0.6332390904426575,0.95,0.7614116294070905,0.746389123741172,0.0004427778588423364
133,0.628964900970459,0.95,0.7606993630841977,0.7460334898884733,0.00044272665391675137
134,0.6336365938186646,0.95,0.7599135984450888,0.7456273677033833,0.0004426639534998748
135,0.631038248538971,0.95,0.7590396804257614,0.7451783461774814,0.0004426184889324152
136,0.6330738067626953,0.95,0.75871009511674,0.7450046010482803,0.00044262256502803157
137,0.6298568248748779,0.95,0.7590268822932964,0.745158553724068,0.00044264129854973644
138,0.6300990581512451,0.95,0.7592326964871361,0.7452594121190038,0.00044265418568627295
139,0.633063018321991,0.95,0.759417630220597,0.7453510292439821,0.0004426698032042215
140,0.6312664151191711,0.95,0.7595906475300928,0.7454369377776169,0.000442675025627011
141,0.6270211935043335,0.95,0.7598943611687323,0.7455897595341421,0.0004427009715571831
142,0.6317779421806335,0.95,0.7601547025591933,0.7457178720389392,0.00044271567628995095
143,0.6301808953285217,0.95,0.7602715649025297,0.7457766474136822,0.0004427226472509581
144,0.6320661902427673,0.95,0.7600636337861852,0.7456719135858765,0.0004427131129786256
145,0.6327016353607178,0.95,0.7596706168468015,0.7454734456591717,0.0004427100019793702
146,0.6317455768585205,0.95,0.7592240818456993,0.7452467178365252,0.0004426658834338809
147,0.6331809759140015,0.95,0.758787978339912,0.7450285815969964,0.00044264882416436915
148,0.6300344467163086,0.95,0.7586936149778014,0.7449811304792119,0.00044264881261923326
149,0.6301745176315308,0.95,0.7587429659906082,0.7450054896932888,0.0004426506105151501
150,0.6330572962760925,0.95,0.7588135879640616,0.7450411189831718,0.00044264270031617374
151,0.6305580735206604,0.95,0.7587663960066834,0.745015871695201,0.00044264101623138854
152,0.6299771666526794,0.95,0.7589315056857538,0.7450993390598852,0.00044265438964240065
153,0.629105269908905,0.95,0.758958912638768,0.7451122848025625,0.00044265392457224997
154,0.6271870732307434,0.95,0.7590374823203059,0.7451504207975403,0.00044265812949058765
155,0.6307697296142578,0.95,0.7590243111573218,0.7451436795374454,0.0004426582748055773
156,0.6318065524101257,0.95,0.7590210032089996,0.7451417489209999,0.00044265876482760274
157,0.6312045454978943,0.95,0.7590491161453932,0.7451566672600867,0.00044268524304511247
158,0.6300051808357239,0.95,0.7591585743981233,0.7452111491181194,0.00044269004005408383
159,0.6268010139465332,0.95,0.7593479824425489,0.7453042190735444,0.00044269598863726044
160,0.6329333186149597,0.95,0.7593939936504328,0.7453261664082985,0.0004426972290835698
161,0.628798246383667,0.95,0.7594950756724163,0.7453753107416184,0.0004427019455041179
162,0.6304460763931274,0.95,0.7595658086301562,0.7454091102884259,0.00044270545186448685
163,0.63128262758255,0.95,0.7595346220456014,0.7453926463272664,0.00044270513938266014
164,0.6338502168655396,0.95,0.7593672032767889,0.745306448404866,0.00044269766250288196
165,0.6297939419746399,0.95,0.759134959408237,0.7451870562935543,0.00044269011843719633
166,0.6321214437484741,0.95,0.7589499054417987,0.7450925334026473,0.00044268251816913744
167,0.630615770816803,0.95,0.75869767720822,0.7449629000091084,0.0004426484165151974
168,0.6303462982177734,0.95,0.7584232480067777,0.7448176068771348,0.0004426323808059637
169,0.6327998042106628,0.95,0.7581468406131887,0.7446713960944309,0.00044261132619518304
170,0.6292679905891418,0.95,0.7579919558753441,0.7445876601683556,0.00044260429125816665
171,0.6313722133636475,0.95,0.7580305044175816,0.7446073356686659,0.000442606166570092
172,0.6285797953605652,0.95,0.7581775596250543,0.7446839216116365,0.00044261680614011924
173,0.6287063360214233,0.95,0.7583286441787126,0.7447609996692577,0.0004426267890714782
174,0.6273943185806274,0.95,0.7584813369768955,0.7448384609309786,0.0004426344608295255
175,0.6285381317138672,0.95,0.7585867145018259,0.7448949863318368,0.0004426656122459936
176,0.6281384825706482,0.95,0.7587756488077686,0.7449908485275933,0.0004426716063958356
177,0.628692090511322,0.95,0.758949117247837,0.7450793774657527,0.000442680190132894
178,0.6295482516288757,0.95,0.759089548337607,0.7451519852239892,0.00044269925056427946
179,0.6290345191955566,0.95,0.7591901031842289,0.7452032587883144,0.0004427099000719699
180,0.631198525428772,0.95,0.7592153428607561,0.7452152170744704,0.0004427112576376616
181,0.6315514445304871,0.95,0.7592336799312318,0.7452232398941327,0.00044271129517100915
182,0.6311187148094177,0.95,0.7591863030000425,0.7451988495619051,0.0004427104644450446
183,0.6304155588150024,0.95,0.7591192797948478,0.7451645933968298,0.00044270496841339844
184,0.6288180351257324,0.95,0.7590289457789227,0.7451164071411049,0.00044269214933793526
185,0.6308658123016357,0.95,0.7589379766862461,0.7450688887946659,0.00044268591958814967
186,0.6299560070037842,0.95,0.7588454363438073,0.7450219008694732,0.0004426829603740553
187,0.6304184198379517,0.95,0.7587766528045101,0.7449861246657411,0.0004426767107602018
188,0.6301672458648682,0.95,0.7587139949812577,0.7449534111133225,0.000442672297077097
189,0.6298016905784607,0.95,0.758679440845708,0.7449351665316617,0.00044267023186363136
190,0.6303555369377136,0.95,0.75865814213899,0.7449241946404866,0.0004426695858697702
191,0.6279037594795227,0.95,0.7586391124443548,0.7449132468642168,0.0004426677009066812
192,0.632856547832489,0.95,0.7586497165818935,0.7449186717618783,0.0004426683135965489
193,0.6330756545066833,0.95,0.7586301021644888,0.7449076202655891,0.0004426669333847178
194,0.6303783059120178,0.95,0.7585999956214643,0.7448908456735883,0.0004426649172388439
195,0.6265037655830383,0.95,0.7585858009367256,0.7448833304309017,0.00044266436367250563
196,0.6304976940155029,0.95,0.758580393535647,0.74488028011842,0.0004426643218652401
197,0.6336131691932678,0.95,0.7585552031854693,0.7448669430238771,0.00044266494240684213
198,0.6333380937576294,0.95,0.7585444089359582,0.7448609292351513,0.00044266439860388336
199,0.6314402222633362,0.95,0.7585618992374319,0.7448703444386114,0.00044266547394752415
200,0.6285777688026428,0.95,0.7586052642921843,0.7448931527344063,0.000442665732182455
